order_id,order_date,sku_id,qty,unit_price
ORD000116,2025-01-02,SKU0050,2,198.89
ORD000117,2025-01-02,SKU0053,3,213.7
ORD000118,2025-01-02,SKU0054,2,172.97
ORD000119,2025-01-02,SKU0055,4,786.45
ORD000120,2025-01-02,SKU0056,2,432.64
ORD000121,2025-01-02,SKU0057,2,238.23
ORD000122,2025-01-02,SKU0058,6,797.15
ORD000123,2025-01-02,SKU0059,3,773.72
ORD000124,2025-01-02,SKU0061,3,710.8
ORD000125,2025-01-02,SKU0062,2,183.42
ORD000126,2025-01-02,SKU0063,4,251.94
ORD000127,2025-01-02,SKU0064,4,572.27
ORD000128,2025-01-02,SKU0065,2,683.46
ORD000129,2025-01-02,SKU0066,4,690.81
ORD000130,2025-01-02,SKU0068,3,714.71
ORD000131,2025-01-02,SKU0069,9,686.71
ORD000132,2025-01-02,SKU0070,2,751.08
ORD000133,2025-01-02,SKU0071,1,636.86
ORD000134,2025-01-02,SKU0072,7,548.43
ORD000135,2025-01-02,SKU0073,2,481.32
ORD000136,2025-01-02,SKU0074,3,322.93
ORD000137,2025-01-02,SKU0075,1,754.5
ORD000138,2025-01-02,SKU0077,2,255.78
ORD000139,2025-01-02,SKU0078,3,272.08
ORD000140,2025-01-02,SKU0079,6,409.07
ORD000141,2025-01-03,SKU0001,6,244.75
ORD000142,2025-01-03,SKU0002,3,225.54
ORD000143,2025-01-03,SKU0003,2,167.9
ORD000144,2025-01-03,SKU0004,6,206.26
ORD000145,2025-01-03,SKU0005,8,464.16
ORD000146,2025-01-03,SKU0006,3,346.92
ORD000147,2025-01-03,SKU0007,4,89.32
ORD000148,2025-01-03,SKU0009,1,227.63
ORD000149,2025-01-03,SKU0010,5,569.19
ORD000150,2025-01-03,SKU0011,3,581.33
ORD000151,2025-01-03,SKU0012,1,152.55
ORD000152,2025-01-03,SKU0013,4,798.28
ORD000153,2025-01-03,SKU0014,8,242.75
ORD000154,2025-01-03,SKU0015,1,782.23
ORD000155,2025-01-03,SKU0016,4,352.39
ORD000156,2025-01-03,SKU0017,3,65.12
ORD000157,2025-01-03,SKU0018,4,302.25
ORD000158,2025-01-03,SKU0019,6,522.11
ORD000159,2025-01-03,SKU0020,10,557.34
ORD000160,2025-01-03,SKU0021,2,443.51
ORD000161,2025-01-03,SKU0022,6,380.32
ORD000162,2025-01-03,SKU0024,1,490.45
ORD000163,2025-01-03,SKU0025,2,101.45
ORD000164,2025-01-03,SKU0026,1,320.94
ORD000165,2025-01-03,SKU0027,8,224.04
ORD000166,2025-01-03,SKU0028,1,650.39
ORD000167,2025-01-03,SKU0029,5,397.43
ORD000168,2025-01-03,SKU0030,3,787.4
ORD000169,2025-01-03,SKU0031,6,343.11
ORD000170,2025-01-03,SKU0032,1,660.49
ORD000171,2025-01-03,SKU0033,4,646.74
ORD000172,2025-01-03,SKU0034,1,154.55
ORD000173,2025-01-03,SKU0035,3,426.23
ORD000174,2025-01-03,SKU0036,5,568.82
ORD000175,2025-01-03,SKU0037,4,692.35
ORD000176,2025-01-03,SKU0038,5,287.73
ORD000177,2025-01-03,SKU0039,2,207.38
ORD000178,2025-01-03,SKU0041,2,655.22
ORD000179,2025-01-03,SKU0042,2,304.99
ORD000180,2025-01-03,SKU0043,1,113.09
ORD000181,2025-01-03,SKU0044,3,754.8
ORD000182,2025-01-03,SKU0045,1,342.15
ORD000183,2025-01-03,SKU0047,4,676.66
ORD000184,2025-01-03,SKU0048,2,553.52
ORD000185,2025-01-03,SKU0049,2,598.76
ORD000186,2025-01-03,SKU0050,10,198.89
ORD000187,2025-01-03,SKU0051,1,451.5
ORD000188,2025-01-03,SKU0052,4,568.8
ORD000189,2025-01-03,SKU0053,8,213.7
ORD000190,2025-01-03,SKU0054,5,172.97
ORD000191,2025-01-03,SKU0055,2,786.45
ORD000192,2025-01-03,SKU0056,4,432.64
ORD000193,2025-01-03,SKU0057,6,238.23
ORD000194,2025-01-03,SKU0058,6,797.15
ORD000195,2025-01-03,SKU0059,4,773.72
ORD000196,2025-01-03,SKU0060,1,464.3
ORD000197,2025-01-03,SKU0061,5,710.8
ORD000198,2025-01-03,SKU0062,7,183.42
ORD000199,2025-01-03,SKU0063,3,251.94
ORD000200,2025-01-03,SKU0064,1,572.27
ORD000201,2025-01-03,SKU0065,1,683.46
ORD000202,2025-01-03,SKU0066,5,690.81
ORD000203,2025-01-03,SKU0067,9,347.43
ORD000204,2025-01-03,SKU0068,1,714.71
ORD000205,2025-01-03,SKU0069,4,686.71
ORD000206,2025-01-03,SKU0070,1,751.08
ORD000207,2025-01-03,SKU0071,1,636.86
ORD000208,2025-01-03,SKU0072,3,548.43
ORD000209,2025-01-03,SKU0073,1,481.32
ORD000210,2025-01-03,SKU0074,7,322.93
ORD000211,2025-01-03,SKU0075,3,754.5
ORD000212,2025-01-03,SKU0076,2,779.98
ORD000213,2025-01-03,SKU0077,3,255.78
ORD000214,2025-01-03,SKU0079,4,409.07
ORD000215,2025-01-03,SKU0080,6,380.8
ORD000216,2025-01-04,SKU0001,3,244.75
ORD000217,2025-01-04,SKU0002,3,225.54
ORD000218,2025-01-04,SKU0003,4,167.9
ORD000219,2025-01-04,SKU0004,1,206.26
ORD000220,2025-01-04,SKU0006,2,346.92
ORD000221,2025-01-04,SKU0007,4,89.32
ORD000222,2025-01-04,SKU0008,7,232.98
ORD000223,2025-01-04,SKU0009,2,227.63
ORD000224,2025-01-04,SKU0010,2,569.19
ORD000225,2025-01-04,SKU0011,4,581.33
ORD000226,2025-01-04,SKU0012,1,152.55
ORD000227,2025-01-04,SKU0013,7,798.28
ORD000228,2025-01-04,SKU0015,6,782.23
ORD000229,2025-01-04,SKU0016,1,352.39
ORD000230,2025-01-04,SKU0017,2,65.12
ORD000231,2025-01-04,SKU0018,4,302.25
ORD000232,2025-01-04,SKU0019,1,522.11
ORD000233,2025-01-04,SKU0020,3,557.34
ORD000234,2025-01-04,SKU0021,1,443.51
ORD000235,2025-01-04,SKU0022,7,380.32
ORD000236,2025-01-04,SKU0023,2,460.2
ORD000237,2025-01-04,SKU0024,2,490.45
ORD000238,2025-01-04,SKU0025,5,101.45
ORD000239,2025-01-04,SKU0027,3,224.04
ORD000240,2025-01-04,SKU0029,7,397.43
ORD000241,2025-01-04,SKU0030,3,787.4
ORD000242,2025-01-04,SKU0031,4,343.11
ORD000243,2025-01-04,SKU0032,3,660.49
ORD000244,2025-01-04,SKU0033,3,646.74
ORD000245,2025-01-04,SKU0034,1,154.55
ORD000246,2025-01-04,SKU0035,1,426.23
ORD000247,2025-01-04,SKU0036,7,568.82
ORD000248,2025-01-04,SKU0037,2,692.35
ORD000249,2025-01-04,SKU0038,2,287.73
ORD000250,2025-01-04,SKU0039,2,207.38
ORD000251,2025-01-04,SKU0040,1,580.47
ORD000252,2025-01-04,SKU0041,5,655.22
ORD000253,2025-01-04,SKU0042,4,304.99
ORD000254,2025-01-04,SKU0043,1,113.09
ORD000255,2025-01-04,SKU0044,2,754.8
ORD000256,2025-01-04,SKU0045,3,342.15
ORD000257,2025-01-04,SKU0046,9,433.49
ORD000258,2025-01-04,SKU0048,3,553.52
ORD000259,2025-01-04,SKU0049,1,598.76
ORD000260,2025-01-04,SKU0050,7,198.89
ORD000261,2025-01-04,SKU0052,5,568.8
ORD000262,2025-01-04,SKU0053,7,213.7
ORD000263,2025-01-04,SKU0054,6,172.97
ORD000264,2025-01-04,SKU0055,6,786.45
ORD000265,2025-01-04,SKU0056,3,432.64
ORD000266,2025-01-04,SKU0060,4,464.3
ORD000267,2025-01-04,SKU0061,1,710.8
ORD000268,2025-01-04,SKU0062,2,183.42
ORD000269,2025-01-04,SKU0063,1,251.94
ORD000270,2025-01-04,SKU0064,6,572.27
ORD000271,2025-01-04,SKU0065,2,683.46
ORD000272,2025-01-04,SKU0066,6,690.81
ORD000273,2025-01-04,SKU0067,7,347.43
ORD000274,2025-01-04,SKU0068,5,714.71
ORD000275,2025-01-04,SKU0069,6,686.71
ORD000276,2025-01-04,SKU0070,4,751.08
ORD000277,2025-01-04,SKU0072,2,548.43
ORD000278,2025-01-04,SKU0075,3,754.5
ORD000279,2025-01-04,SKU0076,2,779.98
ORD000280,2025-01-04,SKU0077,4,255.78
ORD000281,2025-01-04,SKU0078,3,272.08
ORD000282,2025-01-04,SKU0079,2,409.07
ORD000283,2025-01-04,SKU0080,5,380.8
ORD000284,2025-01-05,SKU0001,3,244.75
ORD000285,2025-01-05,SKU0002,1,225.54
ORD000286,2025-01-05,SKU0003,2,167.9
ORD000287,2025-01-05,SKU0004,2,206.26
ORD000288,2025-01-05,SKU0005,4,464.16
ORD000289,2025-01-05,SKU0006,3,346.92
ORD000290,2025-01-05,SKU0007,3,89.32
ORD000291,2025-01-05,SKU0008,7,232.98
ORD000292,2025-01-05,SKU0009,1,227.63
ORD000293,2025-01-05,SKU0010,4,569.19
ORD000294,2025-01-05,SKU0012,2,152.55
ORD000295,2025-01-05,SKU0013,1,798.28
ORD000296,2025-01-05,SKU0014,1,242.75
ORD000297,2025-01-05,SKU0016,5,352.39
ORD000298,2025-01-05,SKU0017,3,65.12
ORD000299,2025-01-05,SKU0018,3,302.25
ORD000300,2025-01-05,SKU0019,6,522.11
ORD000301,2025-01-05,SKU0020,5,557.34
ORD000302,2025-01-05,SKU0021,5,443.51
ORD000303,2025-01-05,SKU0022,6,380.32
ORD000304,2025-01-05,SKU0023,8,460.2
ORD000305,2025-01-05,SKU0025,6,101.45
ORD000306,2025-01-05,SKU0026,3,320.94
ORD000307,2025-01-05,SKU0027,2,224.04
ORD000308,2025-01-05,SKU0028,3,650.39
ORD000309,2025-01-05,SKU0030,3,787.4
ORD000310,2025-01-05,SKU0031,4,343.11
ORD000311,2025-01-05,SKU0032,2,660.49
ORD000312,2025-01-05,SKU0033,1,646.74
ORD000313,2025-01-05,SKU0034,1,154.55
ORD000314,2025-01-05,SKU0035,2,426.23
ORD000315,2025-01-05,SKU0037,12,692.35
ORD000316,2025-01-05,SKU0040,1,580.47
ORD000317,2025-01-05,SKU0041,4,655.22
ORD000318,2025-01-05,SKU0042,8,304.99
ORD000319,2025-01-05,SKU0043,3,113.09
ORD000320,2025-01-05,SKU0044,3,754.8
ORD000321,2025-01-05,SKU0045,2,342.15
ORD000322,2025-01-05,SKU0046,3,433.49
ORD000323,2025-01-05,SKU0047,1,676.66
ORD000324,2025-01-05,SKU0048,8,553.52
ORD000325,2025-01-05,SKU0049,2,598.76
ORD000326,2025-01-05,SKU0050,1,198.89
ORD000327,2025-01-05,SKU0051,2,451.5
ORD000328,2025-01-05,SKU0052,4,568.8
ORD000329,2025-01-05,SKU0053,3,213.7
ORD000330,2025-01-05,SKU0054,5,172.97
ORD000331,2025-01-05,SKU0056,5,432.64
ORD000332,2025-01-05,SKU0057,3,238.23
ORD000333,2025-01-05,SKU0058,5,797.15
ORD000334,2025-01-05,SKU0059,3,773.72
ORD000335,2025-01-05,SKU0060,3,464.3
ORD000336,2025-01-05,SKU0061,5,710.8
ORD000337,2025-01-05,SKU0062,3,183.42
ORD000338,2025-01-05,SKU0063,4,251.94
ORD000339,2025-01-05,SKU0065,8,683.46
ORD000340,2025-01-05,SKU0066,4,690.81
ORD000341,2025-01-05,SKU0068,5,714.71
ORD000342,2025-01-05,SKU0069,3,686.71
ORD000343,2025-01-05,SKU0070,2,751.08
ORD000344,2025-01-05,SKU0071,2,636.86
ORD000345,2025-01-05,SKU0072,3,548.43
ORD000346,2025-01-05,SKU0073,1,481.32
ORD000347,2025-01-05,SKU0074,2,322.93
ORD000348,2025-01-05,SKU0075,5,754.5
ORD000349,2025-01-05,SKU0076,4,779.98
ORD000350,2025-01-05,SKU0077,2,255.78
ORD000351,2025-01-05,SKU0078,1,272.08
ORD000352,2025-01-05,SKU0079,2,409.07
ORD000353,2025-01-05,SKU0080,3,380.8
ORD000354,2025-01-06,SKU0001,1,244.75
ORD000355,2025-01-06,SKU0002,7,225.54
ORD000356,2025-01-06,SKU0003,6,167.9
ORD000357,2025-01-06,SKU0004,2,206.26
ORD000358,2025-01-06,SKU0005,6,464.16
ORD000359,2025-01-06,SKU0006,4,346.92
ORD000360,2025-01-06,SKU0007,3,89.32
ORD000361,2025-01-06,SKU0008,4,232.98
ORD000362,2025-01-06,SKU0009,6,227.63
ORD000363,2025-01-06,SKU0010,6,569.19
ORD000364,2025-01-06,SKU0011,6,581.33
ORD000365,2025-01-06,SKU0012,1,152.55
ORD000366,2025-01-06,SKU0013,1,798.28
ORD000367,2025-01-06,SKU0014,1,242.75
ORD000368,2025-01-06,SKU0015,4,782.23
ORD000369,2025-01-06,SKU0016,7,352.39
ORD000370,2025-01-06,SKU0017,1,65.12
ORD000371,2025-01-06,SKU0019,1,522.11
ORD000372,2025-01-06,SKU0020,7,557.34
ORD000373,2025-01-06,SKU0021,1,443.51
ORD000374,2025-01-06,SKU0022,3,380.32
ORD000375,2025-01-06,SKU0023,2,460.2
ORD000376,2025-01-06,SKU0024,5,490.45
ORD000377,2025-01-06,SKU0025,3,101.45
ORD000378,2025-01-06,SKU0026,1,320.94
ORD000379,2025-01-06,SKU0027,1,224.04
ORD000380,2025-01-06,SKU0028,2,650.39
ORD000381,2025-01-06,SKU0029,7,397.43
ORD000382,2025-01-06,SKU0030,2,787.4
ORD000383,2025-01-06,SKU0031,7,343.11
ORD000384,2025-01-06,SKU0033,7,646.74
ORD000385,2025-01-06,SKU0034,10,154.55
ORD000386,2025-01-06,SKU0036,4,568.82
ORD000387,2025-01-06,SKU0037,3,692.35
ORD000388,2025-01-06,SKU0038,6,287.73
ORD000389,2025-01-06,SKU0039,4,207.38
ORD000390,2025-01-06,SKU0040,7,580.47
ORD000391,2025-01-06,SKU0041,4,655.22
ORD000392,2025-01-06,SKU0042,4,304.99
ORD000393,2025-01-06,SKU0044,5,754.8
ORD000394,2025-01-06,SKU0045,6,342.15
ORD000395,2025-01-06,SKU0046,2,433.49
ORD000396,2025-01-06,SKU0047,3,676.66
ORD000397,2025-01-06,SKU0048,2,553.52
ORD000398,2025-01-06,SKU0049,1,598.76
ORD000399,2025-01-06,SKU0050,3,198.89
ORD000400,2025-01-06,SKU0051,9,451.5
ORD000401,2025-01-06,SKU0053,8,213.7
ORD000402,2025-01-06,SKU0054,5,172.97
ORD000403,2025-01-06,SKU0055,7,786.45
ORD000404,2025-01-06,SKU0056,5,432.64
ORD000405,2025-01-06,SKU0057,4,238.23
ORD000406,2025-01-06,SKU0058,5,797.15
ORD000407,2025-01-06,SKU0059,9,773.72
ORD000408,2025-01-06,SKU0060,6,464.3
ORD000409,2025-01-06,SKU0061,5,710.8
ORD000410,2025-01-06,SKU0063,9,251.94
ORD000411,2025-01-06,SKU0064,5,572.27
ORD000412,2025-01-06,SKU0065,4,683.46
ORD000413,2025-01-06,SKU0066,4,690.81
ORD000414,2025-01-06,SKU0067,1,347.43
ORD000415,2025-01-06,SKU0068,7,714.71
ORD000416,2025-01-06,SKU0070,4,751.08
ORD000417,2025-01-06,SKU0071,4,636.86
ORD000418,2025-01-06,SKU0072,5,548.43
ORD000419,2025-01-06,SKU0073,3,481.32
ORD000420,2025-01-06,SKU0074,8,322.93
ORD000421,2025-01-06,SKU0075,1,754.5
ORD000422,2025-01-06,SKU0076,1,779.98
ORD000423,2025-01-06,SKU0077,3,255.78
ORD000424,2025-01-06,SKU0078,5,272.08
ORD000425,2025-01-06,SKU0080,3,380.8
ORD000426,2025-01-07,SKU0001,1,244.75
ORD000427,2025-01-07,SKU0002,2,225.54
ORD000428,2025-01-07,SKU0003,1,167.9
ORD000429,2025-01-07,SKU0004,2,206.26
ORD000430,2025-01-07,SKU0005,5,464.16
ORD000431,2025-01-07,SKU0006,2,346.92
ORD000432,2025-01-07,SKU0007,2,89.32
ORD000433,2025-01-07,SKU0008,2,232.98
ORD000434,2025-01-07,SKU0009,2,227.63
ORD000435,2025-01-07,SKU0010,3,569.19
ORD000436,2025-01-07,SKU0011,5,581.33
ORD000437,2025-01-07,SKU0013,3,798.28
ORD000438,2025-01-07,SKU0016,2,352.39
ORD000439,2025-01-07,SKU0017,5,65.12
ORD000440,2025-01-07,SKU0018,2,302.25
ORD000441,2025-01-07,SKU0019,6,522.11
ORD000442,2025-01-07,SKU0020,3,557.34
ORD000443,2025-01-07,SKU0021,10,443.51
ORD000444,2025-01-07,SKU0022,5,380.32
ORD000445,2025-01-07,SKU0024,3,490.45
ORD000446,2025-01-07,SKU0025,3,101.45
ORD000447,2025-01-07,SKU0026,1,320.94
ORD000448,2025-01-07,SKU0027,4,224.04
ORD000449,2025-01-07,SKU0028,6,650.39
ORD000450,2025-01-07,SKU0029,4,397.43
ORD000451,2025-01-07,SKU0030,1,787.4
ORD000452,2025-01-07,SKU0031,2,343.11
ORD000453,2025-01-07,SKU0032,5,660.49
ORD000454,2025-01-07,SKU0033,4,646.74
ORD000455,2025-01-07,SKU0034,5,154.55
ORD000456,2025-01-07,SKU0035,2,426.23
ORD000457,2025-01-07,SKU0037,3,692.35
ORD000458,2025-01-07,SKU0038,3,287.73
ORD000459,2025-01-07,SKU0039,5,207.38
ORD000460,2025-01-07,SKU0040,6,580.47
ORD000461,2025-01-07,SKU0041,9,655.22
ORD000462,2025-01-07,SKU0042,3,304.99
ORD000463,2025-01-07,SKU0044,1,754.8
ORD000464,2025-01-07,SKU0045,3,342.15
ORD000465,2025-01-07,SKU0046,3,433.49
ORD000466,2025-01-07,SKU0047,6,676.66
ORD000467,2025-01-07,SKU0048,4,553.52
ORD000468,2025-01-07,SKU0049,1,598.76
ORD000469,2025-01-07,SKU0050,7,198.89
ORD000470,2025-01-07,SKU0051,5,451.5
ORD000471,2025-01-07,SKU0052,2,568.8
ORD000472,2025-01-07,SKU0053,2,213.7
ORD000473,2025-01-07,SKU0054,6,172.97
ORD000474,2025-01-07,SKU0055,4,786.45
ORD000475,2025-01-07,SKU0056,7,432.64
ORD000476,2025-01-07,SKU0057,1,238.23
ORD000477,2025-01-07,SKU0058,7,797.15
ORD000478,2025-01-07,SKU0059,3,773.72
ORD000479,2025-01-07,SKU0060,5,464.3
ORD000480,2025-01-07,SKU0061,4,710.8
ORD000481,2025-01-07,SKU0062,2,183.42
ORD000482,2025-01-07,SKU0063,1,251.94
ORD000483,2025-01-07,SKU0064,4,572.27
ORD000484,2025-01-07,SKU0065,6,683.46
ORD000485,2025-01-07,SKU0067,9,347.43
ORD000486,2025-01-07,SKU0068,12,714.71
ORD000487,2025-01-07,SKU0069,3,686.71
ORD000488,2025-01-07,SKU0070,3,751.08
ORD000489,2025-01-07,SKU0071,1,636.86
ORD000490,2025-01-07,SKU0072,1,548.43
ORD000491,2025-01-07,SKU0073,5,481.32
ORD000492,2025-01-07,SKU0074,3,322.93
ORD000493,2025-01-07,SKU0075,1,754.5
ORD000494,2025-01-07,SKU0076,3,779.98
ORD000495,2025-01-07,SKU0077,5,255.78
ORD000496,2025-01-07,SKU0079,1,409.07
ORD000497,2025-01-07,SKU0080,4,380.8
ORD000498,2025-01-08,SKU0001,2,244.75
ORD000499,2025-01-08,SKU0002,1,225.54
ORD000500,2025-01-08,SKU0003,4,167.9
ORD000501,2025-01-08,SKU0004,5,206.26
ORD000502,2025-01-08,SKU0005,6,464.16
ORD000503,2025-01-08,SKU0006,5,346.92
ORD000504,2025-01-08,SKU0007,5,89.32
ORD000505,2025-01-08,SKU0008,8,232.98
ORD000506,2025-01-08,SKU0009,1,227.63
ORD000507,2025-01-08,SKU0010,6,569.19
ORD000508,2025-01-08,SKU0011,3,581.33
ORD000509,2025-01-08,SKU0012,8,152.55
ORD000510,2025-01-08,SKU0013,5,798.28
ORD000511,2025-01-08,SKU0017,4,65.12
ORD000512,2025-01-08,SKU0018,4,302.25
ORD000513,2025-01-08,SKU0019,5,522.11
ORD000514,2025-01-08,SKU0020,4,557.34
ORD000515,2025-01-08,SKU0021,9,443.51
ORD000516,2025-01-08,SKU0022,2,380.32
ORD000517,2025-01-08,SKU0023,4,460.2
ORD000518,2025-01-08,SKU0024,3,490.45
ORD000519,2025-01-08,SKU0026,8,320.94
ORD000520,2025-01-08,SKU0027,1,224.04
ORD000521,2025-01-08,SKU0028,2,650.39
ORD000522,2025-01-08,SKU0029,10,397.43
ORD000523,2025-01-08,SKU0030,1,787.4
ORD000524,2025-01-08,SKU0031,4,343.11
ORD000525,2025-01-08,SKU0032,4,660.49
ORD000526,2025-01-08,SKU0033,3,646.74
ORD000527,2025-01-08,SKU0034,4,154.55
ORD000528,2025-01-08,SKU0037,1,692.35
ORD000529,2025-01-08,SKU0038,5,287.73
ORD000530,2025-01-08,SKU0039,3,207.38
ORD000531,2025-01-08,SKU0040,6,580.47
ORD000532,2025-01-08,SKU0042,6,304.99
ORD000533,2025-01-08,SKU0043,3,113.09
ORD000534,2025-01-08,SKU0045,2,342.15
ORD000535,2025-01-08,SKU0046,5,433.49
ORD000536,2025-01-08,SKU0047,7,676.66
ORD000537,2025-01-08,SKU0048,7,553.52
ORD000538,2025-01-08,SKU0049,7,598.76
ORD000539,2025-01-08,SKU0050,4,198.89
ORD000540,2025-01-08,SKU0051,3,451.5
ORD000541,2025-01-08,SKU0052,3,568.8
ORD000542,2025-01-08,SKU0053,2,213.7
ORD000543,2025-01-08,SKU0054,1,172.97
ORD000544,2025-01-08,SKU0055,1,786.45
ORD000545,2025-01-08,SKU0056,5,432.64
ORD000546,2025-01-08,SKU0057,10,238.23
ORD000547,2025-01-08,SKU0058,1,797.15
ORD000548,2025-01-08,SKU0059,4,773.72
ORD000549,2025-01-08,SKU0060,9,464.3
ORD000550,2025-01-08,SKU0061,4,710.8
ORD000551,2025-01-08,SKU0062,6,183.42
ORD000552,2025-01-08,SKU0063,3,251.94
ORD000553,2025-01-08,SKU0064,1,572.27
ORD000554,2025-01-08,SKU0065,1,683.46
ORD000555,2025-01-08,SKU0066,4,690.81
ORD000556,2025-01-08,SKU0067,4,347.43
ORD000557,2025-01-08,SKU0068,3,714.71
ORD000558,2025-01-08,SKU0069,1,686.71
