snapshot_date,sku_id,on_hand_qty,warehouse
2025-01-03,SKU0012,58,WH_C
2025-01-03,SKU0013,41,WH_C
2025-01-03,SKU0014,49,WH_C
2025-01-03,SKU0015,55,WH_B
2025-01-03,SKU0016,126,WH_A
2025-01-03,SKU0017,79,WH_C
2025-01-03,SKU0018,0,WH_B
2025-01-03,SKU0019,17,WH_A
2025-01-03,SKU0020,66,WH_C
2025-01-03,SKU0021,23,WH_A
2025-01-03,SKU0022,98,WH_B
2025-01-03,SKU0023,116,WH_B
2025-01-03,SKU0024,13,WH_C
2025-01-03,SKU0025,73,WH_C
2025-01-03,SKU0026,74,WH_C
2025-01-03,SKU0027,18,WH_B
2025-01-03,SKU0028,120,WH_A
2025-01-03,SKU0029,12,WH_A
2025-01-03,SKU0030,62,WH_C
2025-01-03,SKU0031,63,WH_C
2025-01-03,SKU0032,93,WH_A
2025-01-03,SKU0033,0,WH_B
2025-01-03,SKU0034,44,WH_C
2025-01-03,SKU0035,81,WH_B
2025-01-03,SKU0036,106,WH_A
2025-01-03,SKU0037,103,WH_C
2025-01-03,SKU0038,65,WH_B
2025-01-03,SKU0039,25,WH_A
2025-01-03,SKU0040,66,WH_B
2025-01-03,SKU0041,43,WH_C
2025-01-03,SKU0042,0,WH_A
2025-01-03,SKU0043,93,WH_A
2025-01-03,SKU0044,100,WH_A
2025-01-03,SKU0045,97,WH_B
2025-01-03,SKU0046,14,WH_C
2025-01-03,SKU0047,34,WH_A
2025-01-03,SKU0048,62,WH_B
2025-01-03,SKU0049,0,WH_B
2025-01-03,SKU0050,10,WH_B
2025-01-03,SKU0051,80,WH_C
2025-01-03,SKU0052,106,WH_B
2025-01-03,SKU0053,45,WH_C
2025-01-03,SKU0054,58,WH_A
2025-01-03,SKU0055,35,WH_C
2025-01-03,SKU0056,91,WH_A
2025-01-03,SKU0057,44,WH_C
2025-01-03,SKU0058,76,WH_C
2025-01-03,SKU0059,78,WH_C
2025-01-03,SKU0060,96,WH_A
2025-01-03,SKU0061,76,WH_A
2025-01-03,SKU0062,85,WH_A
2025-01-03,SKU0063,78,WH_A
2025-01-03,SKU0064,77,WH_C
2025-01-03,SKU0065,13,WH_B
2025-01-03,SKU0066,99,WH_A
2025-01-03,SKU0067,72,WH_A
2025-01-03,SKU0068,14,WH_C
2025-01-03,SKU0069,50,WH_B
2025-01-03,SKU0070,54,WH_A
2025-01-03,SKU0071,97,WH_A
2025-01-03,SKU0072,34,WH_A
2025-01-03,SKU0073,60,WH_C
2025-01-03,SKU0074,4,WH_C
2025-01-03,SKU0075,0,WH_A
2025-01-03,SKU0076,93,WH_C
2025-01-03,SKU0077,105,WH_C
2025-01-03,SKU0078,78,WH_B
2025-01-03,SKU0079,0,WH_B
2025-01-03,SKU0080,93,WH_B
2025-01-04,SKU0001,115,WH_C
2025-01-04,SKU0002,42,WH_A
2025-01-04,SKU0003,39,WH_C
2025-01-04,SKU0004,85,WH_B
2025-01-04,SKU0005,0,WH_A
2025-01-04,SKU0006,65,WH_B
2025-01-04,SKU0007,88,WH_B
2025-01-04,SKU0008,36,WH_B
2025-01-04,SKU0009,100,WH_A
2025-01-04,SKU0010,38,WH_B
2025-01-04,SKU0011,90,WH_C
2025-01-04,SKU0012,105,WH_C
2025-01-04,SKU0013,60,WH_C
2025-01-04,SKU0014,52,WH_A
2025-01-04,SKU0015,10,WH_A
2025-01-04,SKU0016,107,WH_B
2025-01-04,SKU0017,0,WH_B
2025-01-04,SKU0018,57,WH_C
2025-01-04,SKU0019,86,WH_A
2025-01-04,SKU0020,21,WH_C
2025-01-04,SKU0021,13,WH_B
2025-01-04,SKU0022,28,WH_C
2025-01-04,SKU0023,34,WH_B
2025-01-04,SKU0024,76,WH_A
2025-01-04,SKU0025,6,WH_C
2025-01-04,SKU0026,67,WH_A
2025-01-04,SKU0027,25,WH_B
2025-01-04,SKU0028,104,WH_A
2025-01-04,SKU0029,19,WH_B
2025-01-04,SKU0030,23,WH_B
2025-01-04,SKU0031,20,WH_C
2025-01-04,SKU0032,73,WH_A
2025-01-04,SKU0033,44,WH_A
2025-01-04,SKU0034,5,WH_C
2025-01-04,SKU0035,116,WH_A
2025-01-04,SKU0036,52,WH_C
2025-01-04,SKU0037,66,WH_B
2025-01-04,SKU0038,112,WH_C
2025-01-04,SKU0039,18,WH_C
2025-01-04,SKU0040,96,WH_A
2025-01-04,SKU0041,109,WH_A
2025-01-04,SKU0042,96,WH_A
2025-01-04,SKU0043,91,WH_B
2025-01-04,SKU0044,10,WH_A
2025-01-04,SKU0045,53,WH_B
2025-01-04,SKU0046,72,WH_A
2025-01-04,SKU0047,60,WH_C
2025-01-04,SKU0048,109,WH_A
2025-01-04,SKU0049,76,WH_B
2025-01-04,SKU0050,96,WH_B
2025-01-04,SKU0051,56,WH_B
2025-01-04,SKU0052,7,WH_A
2025-01-04,SKU0053,13,WH_B
2025-01-04,SKU0054,12,WH_B
2025-01-04,SKU0055,39,WH_A
2025-01-04,SKU0056,118,WH_B
2025-01-04,SKU0057,47,WH_A
2025-01-04,SKU0058,92,WH_C
2025-01-04,SKU0059,98,WH_A
2025-01-04,SKU0060,9,WH_A
2025-01-04,SKU0061,67,WH_A
2025-01-04,SKU0062,54,WH_C
2025-01-04,SKU0063,110,WH_B
2025-01-04,SKU0064,89,WH_C
2025-01-04,SKU0065,23,WH_C
2025-01-04,SKU0066,90,WH_A
2025-01-04,SKU0067,21,WH_A
2025-01-04,SKU0068,14,WH_A
2025-01-04,SKU0069,5,WH_C
2025-01-04,SKU0070,128,WH_B
2025-01-04,SKU0071,121,WH_B
2025-01-04,SKU0072,26,WH_A
2025-01-04,SKU0073,105,WH_A
2025-01-04,SKU0074,28,WH_A
2025-01-04,SKU0075,111,WH_B
2025-01-04,SKU0076,66,WH_B
2025-01-04,SKU0077,46,WH_B
2025-01-04,SKU0078,0,WH_A
2025-01-04,SKU0079,43,WH_B
2025-01-04,SKU0080,121,WH_B
2025-01-05,SKU0001,4,WH_A
2025-01-05,SKU0002,29,WH_B
2025-01-05,SKU0003,19,WH_A
2025-01-05,SKU0004,86,WH_A
2025-01-05,SKU0005,46,WH_B
2025-01-05,SKU0006,29,WH_B
2025-01-05,SKU0007,36,WH_B
2025-01-05,SKU0008,64,WH_C
2025-01-05,SKU0009,34,WH_B
2025-01-05,SKU0010,102,WH_A
2025-01-05,SKU0011,43,WH_A
2025-01-05,SKU0012,0,WH_B
2025-01-05,SKU0013,91,WH_B
2025-01-05,SKU0014,45,WH_B
2025-01-05,SKU0015,15,WH_B
2025-01-05,SKU0016,47,WH_B
2025-01-05,SKU0017,0,WH_B
2025-01-05,SKU0018,46,WH_A
2025-01-05,SKU0019,28,WH_C
2025-01-05,SKU0020,103,WH_C
2025-01-05,SKU0021,46,WH_C
2025-01-05,SKU0022,23,WH_B
2025-01-05,SKU0023,91,WH_C
2025-01-05,SKU0024,0,WH_C
2025-01-05,SKU0025,0,WH_C
2025-01-05,SKU0026,37,WH_B
2025-01-05,SKU0027,40,WH_B
2025-01-05,SKU0028,51,WH_A
2025-01-05,SKU0029,79,WH_B
2025-01-05,SKU0030,100,WH_A
2025-01-05,SKU0031,37,WH_C
2025-01-05,SKU0032,21,WH_C
2025-01-05,SKU0033,37,WH_C
2025-01-05,SKU0034,0,WH_C
2025-01-05,SKU0035,127,WH_C
2025-01-05,SKU0036,13,WH_C
2025-01-05,SKU0037,31,WH_B
2025-01-05,SKU0038,70,WH_B
2025-01-05,SKU0039,84,WH_B
2025-01-05,SKU0040,59,WH_B
2025-01-05,SKU0041,115,WH_B
2025-01-05,SKU0042,124,WH_C
2025-01-05,SKU0043,40,WH_A
2025-01-05,SKU0044,49,WH_C
2025-01-05,SKU0045,17,WH_C
2025-01-05,SKU0046,27,WH_B
2025-01-05,SKU0047,93,WH_A
2025-01-05,SKU0048,31,WH_B
2025-01-05,SKU0049,99,WH_B
2025-01-05,SKU0050,95,WH_B
2025-01-05,SKU0051,20,WH_A
2025-01-05,SKU0052,29,WH_A
2025-01-05,SKU0053,0,WH_C
2025-01-05,SKU0054,26,WH_B
2025-01-05,SKU0055,95,WH_B
2025-01-05,SKU0056,103,WH_C
2025-01-05,SKU0057,80,WH_C
2025-01-05,SKU0058,43,WH_B
2025-01-05,SKU0059,89,WH_B
2025-01-05,SKU0060,43,WH_B
2025-01-05,SKU0061,90,WH_B
2025-01-05,SKU0062,66,WH_B
2025-01-05,SKU0063,13,WH_B
2025-01-05,SKU0064,14,WH_C
2025-01-05,SKU0065,58,WH_A
2025-01-05,SKU0066,73,WH_C
2025-01-05,SKU0067,103,WH_A
2025-01-05,SKU0068,51,WH_B
2025-01-05,SKU0069,102,WH_C
2025-01-05,SKU0070,97,WH_B
2025-01-05,SKU0071,97,WH_A
2025-01-05,SKU0072,34,WH_C
2025-01-05,SKU0073,85,WH_B
2025-01-05,SKU0074,10,WH_C
2025-01-05,SKU0075,63,WH_B
2025-01-05,SKU0076,30,WH_C
2025-01-05,SKU0077,120,WH_A
2025-01-05,SKU0078,102,WH_C
2025-01-05,SKU0079,16,WH_B
2025-01-05,SKU0080,48,WH_A
2025-01-06,SKU0001,103,WH_B
2025-01-06,SKU0002,96,WH_A
2025-01-06,SKU0003,33,WH_A
2025-01-06,SKU0004,93,WH_A
2025-01-06,SKU0005,0,WH_B
2025-01-06,SKU0006,68,WH_C
2025-01-06,SKU0007,113,WH_C
2025-01-06,SKU0008,112,WH_A
2025-01-06,SKU0009,21,WH_A
2025-01-06,SKU0010,53,WH_B
2025-01-06,SKU0011,100,WH_C
2025-01-06,SKU0012,0,WH_C
2025-01-06,SKU0013,71,WH_B
2025-01-06,SKU0014,102,WH_C
2025-01-06,SKU0015,21,WH_B
2025-01-06,SKU0016,56,WH_B
2025-01-06,SKU0017,25,WH_B
2025-01-06,SKU0018,109,WH_C
2025-01-06,SKU0019,29,WH_B
2025-01-06,SKU0020,21,WH_C
2025-01-06,SKU0021,56,WH_A
2025-01-06,SKU0022,83,WH_B
2025-01-06,SKU0023,55,WH_B
2025-01-06,SKU0024,87,WH_C
2025-01-06,SKU0025,121,WH_C
2025-01-06,SKU0026,11,WH_C
2025-01-06,SKU0027,11,WH_C
2025-01-06,SKU0028,94,WH_B
2025-01-06,SKU0029,16,WH_A
2025-01-06,SKU0030,69,WH_A
2025-01-06,SKU0031,14,WH_A
2025-01-06,SKU0032,113,WH_A
2025-01-06,SKU0033,42,WH_A
2025-01-06,SKU0034,103,WH_B
2025-01-06,SKU0035,25,WH_C
2025-01-06,SKU0036,95,WH_C
2025-01-06,SKU0037,126,WH_C
2025-01-06,SKU0038,0,WH_B
2025-01-06,SKU0039,78,WH_A
2025-01-06,SKU0040,42,WH_B
2025-01-06,SKU0041,105,WH_B
2025-01-06,SKU0042,66,WH_C
2025-01-06,SKU0043,28,WH_C
2025-01-06,SKU0044,31,WH_C
2025-01-06,SKU0045,45,WH_C
2025-01-06,SKU0046,103,WH_B
2025-01-06,SKU0047,56,WH_C
2025-01-06,SKU0048,16,WH_A
2025-01-06,SKU0049,15,WH_A
2025-01-06,SKU0050,0,WH_B
2025-01-06,SKU0051,7,WH_C
2025-01-06,SKU0052,112,WH_A
2025-01-06,SKU0053,3,WH_B
2025-01-06,SKU0054,49,WH_A
2025-01-06,SKU0055,8,WH_A
2025-01-06,SKU0056,108,WH_C
2025-01-06,SKU0057,71,WH_B
2025-01-06,SKU0058,96,WH_A
2025-01-06,SKU0059,64,WH_A
2025-01-06,SKU0060,0,WH_C
2025-01-06,SKU0061,99,WH_A
2025-01-06,SKU0062,28,WH_B
2025-01-06,SKU0063,64,WH_B
2025-01-06,SKU0064,65,WH_A
2025-01-06,SKU0065,0,WH_C
2025-01-06,SKU0066,113,WH_B
2025-01-06,SKU0067,37,WH_A
2025-01-06,SKU0068,74,WH_C
2025-01-06,SKU0069,16,WH_A
2025-01-06,SKU0070,106,WH_B
2025-01-06,SKU0071,48,WH_B
2025-01-06,SKU0072,87,WH_A
2025-01-06,SKU0073,46,WH_A
2025-01-06,SKU0074,105,WH_C
2025-01-06,SKU0075,95,WH_B
2025-01-06,SKU0076,51,WH_B
2025-01-06,SKU0077,29,WH_A
2025-01-06,SKU0078,76,WH_C
2025-01-06,SKU0079,11,WH_B
2025-01-06,SKU0080,16,WH_B
2025-01-07,SKU0001,76,WH_B
2025-01-07,SKU0002,30,WH_C
2025-01-07,SKU0003,40,WH_B
2025-01-07,SKU0004,80,WH_B
2025-01-07,SKU0005,65,WH_A
2025-01-07,SKU0006,95,WH_B
2025-01-07,SKU0007,24,WH_C
2025-01-07,SKU0008,17,WH_C
2025-01-07,SKU0009,73,WH_B
2025-01-07,SKU0010,16,WH_B
2025-01-07,SKU0011,80,WH_C
2025-01-07,SKU0012,82,WH_B
2025-01-07,SKU0013,119,WH_C
2025-01-07,SKU0014,66,WH_B
2025-01-07,SKU0015,96,WH_C
2025-01-07,SKU0016,80,WH_A
2025-01-07,SKU0017,22,WH_C
2025-01-07,SKU0018,110,WH_B
2025-01-07,SKU0019,111,WH_B
2025-01-07,SKU0020,111,WH_B
2025-01-07,SKU0021,65,WH_A
2025-01-07,SKU0022,103,WH_A
2025-01-07,SKU0023,69,WH_B
2025-01-07,SKU0024,128,WH_B
2025-01-07,SKU0025,71,WH_A
2025-01-07,SKU0026,87,WH_A
2025-01-07,SKU0027,10,WH_B
2025-01-07,SKU0028,35,WH_A
2025-01-07,SKU0029,93,WH_B
2025-01-07,SKU0030,129,WH_A
2025-01-07,SKU0031,0,WH_A
2025-01-07,SKU0032,23,WH_B
2025-01-07,SKU0033,33,WH_B
2025-01-07,SKU0034,35,WH_C
2025-01-07,SKU0035,19,WH_C
2025-01-07,SKU0036,39,WH_C
2025-01-07,SKU0037,17,WH_A
2025-01-07,SKU0038,27,WH_C
2025-01-07,SKU0039,10,WH_A
2025-01-07,SKU0040,27,WH_A
2025-01-07,SKU0041,41,WH_B
2025-01-07,SKU0042,0,WH_C
2025-01-07,SKU0043,67,WH_A
2025-01-07,SKU0044,19,WH_A
2025-01-07,SKU0045,0,WH_A
2025-01-07,SKU0046,18,WH_B
2025-01-07,SKU0047,91,WH_B
2025-01-07,SKU0048,88,WH_B
2025-01-07,SKU0049,47,WH_A
2025-01-07,SKU0050,67,WH_A
2025-01-07,SKU0051,27,WH_B
2025-01-07,SKU0052,119,WH_A
2025-01-07,SKU0053,81,WH_C
2025-01-07,SKU0054,118,WH_A
2025-01-07,SKU0055,21,WH_B
2025-01-07,SKU0056,100,WH_B
2025-01-07,SKU0057,10,WH_B
2025-01-07,SKU0058,97,WH_C
2025-01-07,SKU0059,54,WH_C
2025-01-07,SKU0060,11,WH_B
2025-01-07,SKU0061,109,WH_A
2025-01-07,SKU0062,33,WH_A
2025-01-07,SKU0063,78,WH_C
2025-01-07,SKU0064,4,WH_B
2025-01-07,SKU0065,48,WH_C
2025-01-07,SKU0066,100,WH_C
2025-01-07,SKU0067,84,WH_A
2025-01-07,SKU0068,84,WH_A
2025-01-07,SKU0069,89,WH_C
2025-01-07,SKU0070,62,WH_B
2025-01-07,SKU0071,73,WH_B
2025-01-07,SKU0072,47,WH_B
2025-01-07,SKU0073,45,WH_C
2025-01-07,SKU0074,48,WH_C
2025-01-07,SKU0075,65,WH_B
2025-01-07,SKU0076,109,WH_B
2025-01-07,SKU0077,29,WH_C
2025-01-07,SKU0078,54,WH_C
2025-01-07,SKU0079,77,WH_A
2025-01-07,SKU0080,53,WH_C
2025-01-08,SKU0001,0,WH_A
2025-01-08,SKU0002,27,WH_A
2025-01-08,SKU0003,48,WH_A
2025-01-08,SKU0004,16,WH_B
2025-01-08,SKU0005,34,WH_B
2025-01-08,SKU0006,81,WH_A
2025-01-08,SKU0007,17,WH_A
2025-01-08,SKU0008,0,WH_C
2025-01-08,SKU0009,19,WH_B
2025-01-08,SKU0010,107,WH_A
2025-01-08,SKU0011,28,WH_C
2025-01-08,SKU0012,63,WH_A
2025-01-08,SKU0013,80,WH_B
2025-01-08,SKU0014,86,WH_C
2025-01-08,SKU0015,107,WH_B
2025-01-08,SKU0016,64,WH_C
2025-01-08,SKU0017,43,WH_A
2025-01-08,SKU0018,110,WH_A
2025-01-08,SKU0019,108,WH_B
2025-01-08,SKU0020,110,WH_B
2025-01-08,SKU0021,59,WH_B
2025-01-08,SKU0022,0,WH_A
2025-01-08,SKU0023,88,WH_B
2025-01-08,SKU0024,102,WH_C
2025-01-08,SKU0025,120,WH_A
2025-01-08,SKU0026,92,WH_C
2025-01-08,SKU0027,72,WH_C
2025-01-08,SKU0028,54,WH_B
2025-01-08,SKU0029,103,WH_A
2025-01-08,SKU0030,107,WH_C
2025-01-08,SKU0031,0,WH_B
2025-01-08,SKU0032,61,WH_C
2025-01-08,SKU0033,103,WH_C
2025-01-08,SKU0034,0,WH_A
2025-01-08,SKU0035,32,WH_C
2025-01-08,SKU0036,79,WH_C
2025-01-08,SKU0037,0,WH_B
2025-01-08,SKU0038,0,WH_B
2025-01-08,SKU0039,70,WH_C
2025-01-08,SKU0040,113,WH_B
2025-01-08,SKU0041,66,WH_A
2025-01-08,SKU0042,52,WH_A
2025-01-08,SKU0043,55,WH_A
2025-01-08,SKU0044,48,WH_B
2025-01-08,SKU0045,78,WH_A
2025-01-08,SKU0046,81,WH_C
2025-01-08,SKU0047,52,WH_C
2025-01-08,SKU0048,34,WH_C
2025-01-08,SKU0049,90,WH_B
2025-01-08,SKU0050,18,WH_A
2025-01-08,SKU0051,8,WH_A
2025-01-08,SKU0052,76,WH_C
2025-01-08,SKU0053,76,WH_A
2025-01-08,SKU0054,75,WH_C
2025-01-08,SKU0055,41,WH_C
2025-01-08,SKU0056,0,WH_B
2025-01-08,SKU0057,119,WH_B
2025-01-08,SKU0058,30,WH_B
2025-01-08,SKU0059,86,WH_B
2025-01-08,SKU0060,5,WH_B
2025-01-08,SKU0061,63,WH_B
2025-01-08,SKU0062,53,WH_C
2025-01-08,SKU0063,35,WH_B
2025-01-08,SKU0064,45,WH_B
2025-01-08,SKU0065,23,WH_B
2025-01-08,SKU0066,101,WH_B
2025-01-08,SKU0067,44,WH_C
2025-01-08,SKU0068,85,WH_C
2025-01-08,SKU0069,31,WH_C
2025-01-08,SKU0070,71,WH_B
2025-01-08,SKU0071,114,WH_C
2025-01-08,SKU0072,80,WH_C
2025-01-08,SKU0073,122,WH_C
2025-01-08,SKU0074,4,WH_A
2025-01-08,SKU0075,63,WH_B
2025-01-08,SKU0076,39,WH_A
2025-01-08,SKU0077,41,WH_A
2025-01-08,SKU0078,19,WH_A
2025-01-08,SKU0079,126,WH_B
2025-01-08,SKU0080,91,WH_C
2025-01-09,SKU0001,3,WH_C
2025-01-09,SKU0002,2,WH_A
2025-01-09,SKU0003,11,WH_C
2025-01-09,SKU0004,112,WH_B
2025-01-09,SKU0005,102,WH_C
2025-01-09,SKU0006,27,WH_B
2025-01-09,SKU0007,124,WH_C
2025-01-09,SKU0008,77,WH_A
2025-01-09,SKU0009,10,WH_C
2025-01-09,SKU0010,67,WH_C
2025-01-09,SKU0011,85,WH_B
2025-01-09,SKU0012,84,WH_B
2025-01-09,SKU0013,0,WH_B
2025-01-09,SKU0014,57,WH_B
2025-01-09,SKU0015,48,WH_B
2025-01-09,SKU0016,43,WH_C
2025-01-09,SKU0017,54,WH_B
2025-01-09,SKU0018,57,WH_B
2025-01-09,SKU0019,79,WH_C
2025-01-09,SKU0020,0,WH_C
2025-01-09,SKU0021,65,WH_B
2025-01-09,SKU0022,46,WH_A
2025-01-09,SKU0023,95,WH_C
2025-01-09,SKU0024,108,WH_C
2025-01-09,SKU0025,67,WH_B
2025-01-09,SKU0026,111,WH_C
2025-01-09,SKU0027,10,WH_C
2025-01-09,SKU0028,66,WH_C
2025-01-09,SKU0029,9,WH_A
2025-01-09,SKU0030,100,WH_B
2025-01-09,SKU0031,110,WH_B
2025-01-09,SKU0032,52,WH_C
2025-01-09,SKU0033,14,WH_B
2025-01-09,SKU0034,92,WH_C
2025-01-09,SKU0035,49,WH_C
2025-01-09,SKU0036,92,WH_B
2025-01-09,SKU0037,86,WH_B
2025-01-09,SKU0038,37,WH_C
2025-01-09,SKU0039,73,WH_A
2025-01-09,SKU0040,47,WH_A
2025-01-09,SKU0041,45,WH_C
2025-01-09,SKU0042,56,WH_C
2025-01-09,SKU0043,78,WH_B
2025-01-09,SKU0044,54,WH_B
2025-01-09,SKU0045,58,WH_B
2025-01-09,SKU0046,59,WH_C
2025-01-09,SKU0047,53,WH_B
2025-01-09,SKU0048,9,WH_C
2025-01-09,SKU0049,20,WH_B
2025-01-09,SKU0050,58,WH_A
2025-01-09,SKU0051,100,WH_B
2025-01-09,SKU0052,95,WH_C
2025-01-09,SKU0053,52,WH_A
2025-01-09,SKU0054,0,WH_B
2025-01-09,SKU0055,89,WH_B
2025-01-09,SKU0056,60,WH_B
2025-01-09,SKU0057,97,WH_B
